Layer,ID,Name,Full Address,City,State,ZIP,County,Type,Status,Phone,Email,DNR / License,Comments
OUT,ST0006110,Premier Auto Sport,"805 Post Road, Darien, CT, 06820",Darien,CT,06820,Fairfield,OBD Plus,withdrew before signing contract,(203) 655-1578,repairs@darienautobody.com,R6884,"7/30/21 - 5 bays w/lifts and no public bathroom but will consider removing/remodeling, wait area is clean but no seating seen in pics, will install monitor, parking is clustered, 1 mi from another sta | 7/30/21 - 5 bays w/lifts and no public bathroom but will consider removing/remodeling, wait area is clean but no seating seen in pics, will install monitor, parking is clustered, 1 mi from another sta"
OUT,ST0005088,Premium Auto Group LLC,"16 Danbury Road, New Milford, CT, 06776",New Milford,CT,06776,Litchfield,OBD Plus,,8607996666,premiumautogroupct@gmail.com,,"3/22/24 - locked for tax lien 4/22/24 - notified of transfer by new owners 5/2 - new owners came in for training, waiting for new owner DNR info, asked DMV if anything is pending as well 5/8 - haven't heard anything from either | 3/22/24 - locked for tax lien 4/22/24 - notified of transfer by new owners 5/2 - new owners came in for training, waiting for new owner DNR info, asked DMV if anything is pending as well 5/8 - haven't heard anything from either"
OUT,ST0006016,Putnam Ford Inc,"3 Park Road, Putnam, CT, 06260",Putnam,CT,06260,Windham,Full Service,,(860)-928-2731,jdykeman@hvautoct.com; jdykeman@putnam-ford.com; service@putnam-ford.com; putnamservice@hvautoct.com; calbee@hvautoct.com,,"9/30/23 - no one has been decided, Manny claims he hasn't been contacted by inspectors, Gage is following up with him 11/6 - Manny advises they are ready for delivery | 9/30/23 - no one has been decided, Manny claims he hasn't been contacted by inspectors, Gage is following up with him 11/6 - Manny advises they are ready for delivery"
OUT,CTVIN8554,Quiet Zone of Orange,"404 Boston Post Rd, Orange, CT, 06477",Orange,CT,06477,New Haven,VIN Only,,2035539950,howiefish@mac.com; jim_oppedisano@yahoo.com,,"left multiple vm’s and drove to site 10/14. Guard at main gate would not allow me to pass. I called their “emergency hotline” and explained I need authorization to get on premises. She told me someone would speak to the guard. I returned 15 minutes later, but the guard said no one had spoken to him. Left business card | left multiple vm’s and drove to site 10/14. Guard at main gate would not allow me to pass. I called their “emergency hotline” and explained I need authorization to get on premises. She told me someone would speak to the guard. I returned 15 minutes later, but the guard said no one had spoken to him. Left business card"
OUT,,R & J Auto Sales & Repair LLC,"25 Radel Street, Bridgeport, CT, 06607",Bridgeport,CT,06607,Fairfield,,,(203) 275-8484,,U8320,no longer on google | no longer on google
OUT,,R & J Auto Sales and Repairs LLC,"1309-1365 Barnum Ave, Bridgeport, CT, 06610",Bridgeport,CT,06610,Fairfield,,,(203) 274-8484,,U8326,no longer on google | no longer on google
OUT,ST0004745,R K Rogers LTD Inc,"281 Woodmont Road, Milford, CT, 06460",Milford,CT,06460,New Haven,OBD Plus,site was sold without notifying us or DMV,(203) 874-6703,rogers_automotive@yahoo.com,,"8-5, sta mgr wants to be there day of visit | 8-5, sta mgr wants to be there day of visit"
OUT,,Rides Autosports,"235 Meriden Road, Waterbury, CT, 06705",Waterbury,CT,06705,New Haven,,,(203) 754-7433,,U8290,disconnected | disconnected
OUT,ST0000023,Roberts Chrysler-Dodge,"87 South Broad Street, Meriden, CT, 06450",Meriden,CT,06450,New Haven,OBD Plus,,2032380036,fcruz@robertsag.net,,"voluntarily withdrawal, unit picked up 9/21/23 | voluntarily withdrawal, unit picked up 9/21/23"
OUT,,Rollins Customized Automotive LLC,"68-G Kingspring Road, Windsor Locks, CT, 06096",Windsor Locks,CT,06096,Hartford,,,(860) 904-0684,onegreenbadbee@yahoo.com,,"site is clean, spacious waiting area, plenty of parking, 1 mi from anoter site, won't do Saturdays | site is clean, spacious waiting area, plenty of parking, 1 mi from anoter site, won't do Saturdays"
OUT,,S&S Transmission,"387 North Main St, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,,,(203) 729-5469,,R6552,not interested | not interested
OUT,,SAF-T Auto Centers,"704 Rubber Ave, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,,,(203) 723-4438,,U7246,not interested | not interested
OUT,,SAF-T Auto Centers,"121 North Plains Industrial Road, Wallingford, CT, 06492",Wallingford,CT,06492,,,,(203) 294-1555,rbilodeau@saftauto.com,,"lift in bay, has no waiting area | lift in bay, has no waiting area"
OUT,,Shawn & Sons,"1277 Southford Road, Southbury, CT, 06488",Southbury,CT,06488,,,,(203) 297-5245,,,7/30/24 - called and no longer interested in participating | 7/30/24 - called and no longer interested in participating
OUT,,Shep's Auto LLC,"868 New Haven Road, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,,,(203) 729-7200,,U7138,disconnected | disconnected
OUT,,Shole's Repair & Service,"36 Windham Rd, Hampton, CT, 06247",Hampton,CT,06247,,,,(860) 234-6737,sdsholes@charter.net,,"5/24 - not interested, not enough space and shop is too busy to offer emissions | 5/24 - not interested, not enough space and shop is too busy to offer emissions"
OUT,ST0005045,Skytop Motors LLC,"359 Broad Street, Bristol, CT, 06010",Bristol,CT,06010,Hartford,OBD Plus,,8608454325,skytopmotorsllc@aol.com,,"Monday is not good for them, 8-5 | Monday is not good for them, 8-5"
OUT,,Smart Buy Auto Sales,"380 S Broad St, Meriden, CT, 06450",Meriden,CT,06450,New Haven,OBD Plus,not interested,2037937642,brendan@smartbuyauto.com,U9012,"9/23/23 - inquired via website, 1 station currently testing in Meriden | 9/23/23 - inquired via website, 1 station currently testing in Meriden"
OUT,,Sorel's Garage Inc. – Used car dealer,"88 Hartford Rd (Rte 6), Brooklyn, CT, 06234",Brooklyn,CT,06234,Windham,OBD Plus,,(860) 774-4514,,U2034,8/27/24 - per Ray (cold call) possible replacement for Heritage Valley 10/1 - Jack spoke with business manager and they are not interested now but migjt be in the future. Added back to waiting list til 2025 | 8/27/24 - per Ray (cold call) possible replacement for Heritage Valley 10/1 - Jack spoke with business manager and they are not interested now but migjt be in the future. Added back to waiting list til 2025
OUT,CTVIN7495,Southern CT Gas Company,"60 Marsh Hill Road, Orange, CT, 06477",Orange,CT,06477,New Haven,Fleet,,2037957863,,,11/3 - left voicemail for Ed | 11/3 - left voicemail for Ed
OUT,,Splash Car Wash LLC - Hamden,"27 Connoly Pkwy, Hamden, CT, 06514",Hamden,CT,06514,New Haven,OBD Plus,No DNR,2032849274,hamdenlube@splashcarwashes.com,,4/2/24 - applied via website but do not show a DNR license. Asked them to forward if they have one. | 4/2/24 - applied via website but do not show a DNR license. Asked them to forward if they have one.
OUT,,Splash Car Wash LLC - Wilton,"382 Danbury Rd, Wilton, CT, 06897",Wilton,CT,06897,Fairfield,OBD Plus,No DNR,2037627500,wiltonlube@splashcarwashes.com,,4/3/24 - applied via website but do not show DNR license. | 4/3/24 - applied via website but do not show DNR license.
OUT,ST0002153,Sport Hill Service Station Inc,"2629 Easton Turnpike, Fairfield, CT, 06825",Fairfield,CT,06825,Fairfield,Test and Repair,,2033720077,sporthillservice@gmail.com,,4/5 - on the fence about staying in program 4/12 - leaving the program and are testing with limited hours at this time 4/13 - DMV advises they have submitted a request to leave the program | 4/5 - on the fence about staying in program 4/12 - leaving the program and are testing with limited hours at this time 4/13 - DMV advises they have submitted a request to leave the program
OUT,ST0000725,Story Bros Inc,"84 Burritt Street, New Britain, CT, 06053",New Britain,CT,06053,Hartford,Full Service,,8602250159,marie@storybrothers.com,,
OUT,ST0003746,Sunshine Car Repair,"247 West Street, Litchfield, CT, 06759",Litchfield,CT,06759,Litchfield,OBD Plus,,8605679490,service@sunshinecarrepair.net,,"8-5, curious how the transition is going to play out and what effect it will have on his business, 4/1 - parking signs missing (2) | 8-5, curious how the transition is going to play out and what effect it will have on his business, 4/1 - parking signs missing (2)"
OUT,CTVIN8065,Superfly Motorsports LLC,"838 North Main Street, Thomaston, CT, 06787",Thomaston,CT,06787,Litchfield,VIN Only,voluntarily withdrew,8602834100,octoberski789@yahoo.com,,"11/7/24 - received withdrawal request via email, 11/15 - equipment picked up | 11/7/24 - received withdrawal request via email, 11/15 - equipment picked up"
OUT,ST0003592,Superior Transmissions Inc,"1201 Wolcott Street, Waterbury, CT, 06705",Waterbury,CT,06705,New Haven,Full Service,voluntarily withdrew,2035742308,superiortransmissioninc1@gmail.com; r.davino55@gmail.com,,withdrew | withdrew
OUT,,T & R Auto,"216 Park Ave, East Hartford, CT, 06107",East Hartford,CT,06107,Hartford,,not interested,2035652314,Ness102@icloud.com,,"6/27/24 - inquired via website, advised will notify when spot is available but in the meantime advised how to register for CERF | 6/27/24 - inquired via website, advised will notify when spot is available but in the meantime advised how to register for CERF"
OUT,CTVIN2351,Thermo King of Southern CT Inc,"126 Quinnipiac Avenue, North Haven, CT, 06473",North Haven,CT,06473,New Haven,VIN only,,2038652026,bill@thermokingct.com,,"7/19/23 - does tractor trailers only, no residential vehicles | 7/19/23 - does tractor trailers only, no residential vehicles"
OUT,ST0005011 - New Year's weekend fire,Thompson Auto Care LLC,"1056 Riverside Drive, North Grosvenordale, CT, 06255",North Grosvenordale,CT,06255,Windham,Full Service,,8609232520,jsharpe196381@gmail.com,,"1/3/24 - fire caused extensive damage, site closed indefinitely, removed from current test center list, closure entered thru April | 1/3/24 - fire caused extensive damage, site closed indefinitely, removed from current test center list, closure entered thru April"
OUT,ST0000994,Tolland Citgo,"128 Merrow Road, Tolland, CT, 06084",Tolland,CT,06084,Tolland,OBD Plus,,8608717963,sales@tollandcitgo.com,,Robert wants to discuss w/rep June 8 6/10 -Robert wants to discuss over the phone - Jack will call him 7/16 - Bob stated they are not joining 7/27/21 - customer submitted email stating he was not going to continue in the program | Robert wants to discuss w/rep June 8 6/10 -Robert wants to discuss over the phone - Jack will call him 7/16 - Bob stated they are not joining 7/27/21 - customer submitted email stating he was not going to continue in the program
OUT,ST0005054,Torello Tire & Auto Repair,"187 Saltonstall Parkway, East Haven, CT, 06512",East Haven,CT,06512,New Haven,Full Service,,2034662600,torellotire@gmail.com,,"1/29/24 - notified of new ownership, set up account for new owner which is a family member | 1/29/24 - notified of new ownership, set up account for new owner which is a family member"
OUT,,Town Line Auto LLC,"1406 Chamberlain Hwy, Berlin, CT, 06357",Berlin,CT,06357,Hartford,OBD Plus,no DNR,(860) 281-1234,jpaczkoski18@gmail.com,,
OUT,,Truck Parts & Sales of CT Inc,"591 Main St, Plymouth, CT, 06782",Plymouth,CT,06782,Litchfield,Full Svc,DMV denied participation,(860) 584-1174 or (860) 940-1697 Cell,krptrucks@yahoo.com,U8753,"8/30/23 - inquired via website, interested in doing HD Diesel testing when the program is implemented in CT 9/17/24 - Dave called to set up site visit but they were unsure about it 9/25/24 - G emailed program info and station requirements to Kim (owner) and he will let us know if he wants to join and in what capacity by Friday, Sept 27 | 8/30/23 - inquired via website, interested in doing HD Diesel testing when the program is implemented in CT 9/17/24 - Dave called to set up site visit but they were unsure about it 9/25/24 - G emailed program info and station requirements to Kim (owner) and he will let us know if he wants to join and in what capacity by Friday, Sept 27"
OUT,,Ultimate Auto,"551 Main St, Cromwell, CT, 06416",Cromwell,CT,06416,Middlesex,,,(860) 635-4133,service@ultimateautomotive.net,U5826,12/8/21 - inquired via website but app was not completed - not interested | 12/8/21 - inquired via website but app was not completed - not interested
OUT,ST0003662,United Auto Sales and Service Inc,"219 Congress Avenue, Waterbury, CT, 06708",Waterbury,CT,06708,New Haven,OBD Plus,,2037568851,unitedautosales@optonline.net,,tires/drums on side of building | tires/drums on side of building
OUT,,United Tire Inc.,"288 North Main Street, Branford, CT, 06405",Branford,CT,06405,,Full Service,,(203) 487-440,unitedtireinc@gmail.com,,"inside Mobil station, 3 bays w/lifts but will remove 1, bathroom needs tidying up, will install monitor but there is NO waiting area, 1 mi from another station | inside Mobil station, 3 bays w/lifts but will remove 1, bathroom needs tidying up, will install monitor but there is NO waiting area, 1 mi from another station"
OUT,ST0005062,Vachon Ford Inc.,"455 Providence Road, Brooklyn, CT, 06234",Brooklyn,CT,06234,Windham,Full Service,,8607743673,scottb@checkvachon.com,,selling to Putnam Ford | selling to Putnam Ford
OUT,ST0006106,Ventura Motorsports,"16 Danbury Rd, New Milford, CT, 06776",New Milford,CT,06776,Litchfield,OBD Plus,"OOB, Opus not notified",877-328-5796,jeissondo@gmail.com; madeline991@gmail.com,U9118,"8/8/24 - received copy of new DNR license, sent info on signing the contract | 8/8/24 - received copy of new DNR license, sent info on signing the contract"
OUT,,Vernon Garage LLC,"447 Hartford Turnpike, Vernon, CT, 06066",Vernon,CT,06066,Tolland,OBD Plus,,(860) 896-9031,vernongaragellc447@yahoo.com,,not ready to hire additional staff (CTI) | not ready to hire additional staff (CTI)
OUT,,Wallingford Tire & Auto,"400 N Colony St, Wallingford, CT, 06492",Wallingford,CT,06492,,,,(203) 269-1417,,,"won't remove lifts, small space for waiting area and no social distancing ability | won't remove lifts, small space for waiting area and no social distancing ability"
OUT,,Westport Center Services,"302 Post Road, Westport, CT, 06880",Westport,CT,06880,,,,(203) 227-0575,,,"phone disconnected, out of business? | phone disconnected, out of business?"
OUT,,Westshore Motors Inc,"105 Boston Post Road, Milford, CT, 06460",Milford,CT,06460,,,,(203) 878-5224,,,"site is new and clean but only 2 folding chairs in waiting area, lift in bay | site is new and clean but only 2 folding chairs in waiting area, lift in bay"
OUT,,Wheeler's Auto,"2695 State Street, Hamden, CT, 06517",Hamden,CT,06517,New Haven,,,(203) 288-3329,,U5675,"5/5 - advised to cb John Monday, 5/8 - advused to c/b John in the am 5/12 - keep missing him so left a msg with staff to give us a call back if still interested in participating | 5/5 - advised to cb John Monday, 5/8 - advused to c/b John in the am 5/12 - keep missing him so left a msg with staff to give us a call back if still interested in participating"
OUT,,Wholesale Motor Cars,"105 Pane Rd, Newington, CT, 06111",Newington,CT,06111,Hartford,OBD Plus,DMV did not approve site,8606650555,jneves@newingtonautosales.com,,"1/15/22 - inquired via website - advised added to wait list, will notify when spot opens up 5/5/23 - per John (owner) interested in participating in any capacity, will do VIN verfication in hopes he would be able to become an OBD or Full Svc in the future | 1/15/22 - inquired via website - advised added to wait list, will notify when spot opens up 5/5/23 - per John (owner) interested in participating in any capacity, will do VIN verfication in hopes he would be able to become an OBD or Full Svc in the future"
OUT,ST0006036,Willie's Automotive,"550 Main St S, Southbury, CT",Southbury,CT,,,,,,,,
OUT,,Willimantic Auto & Lube Center LLC now Charlie's Auto Sales and Service,"1068 Main Street, Willimantic, CT, 06226",Willimantic,CT,06226,Windham,,,8602086475,,U7781,shares a pkg lot with Meineke of Willimantic | shares a pkg lot with Meineke of Willimantic
OUT,ST0005080,Wilton MB Automotive Services Inc.,"46 Danbury Road, Wilton, CT, 06897",Wilton,CT,06897,Fairfield,OBD Plus,,2037628108,wiltonmbservice@gmail.com,,
OUT,ST0006099,Wiz Service,"1860 Stratford Ave, Stratford, CT, 06615",Stratford,CT,06615,Fairfield,OBD Plus,,(203) 375-3800,t.thorndike@wizautos.com; kyle@wizautos.com,U8699,Tom Thorndike - Sta Mgr x107 203-375-3800 or (cell) 917-862-5654 Kyle Kushel - Controller (cell) 475-988-7296 | Tom Thorndike - Sta Mgr x107 203-375-3800 or (cell) 917-862-5654 Kyle Kushel - Controller (cell) 475-988-7296
OUT,,Yaccarino's Auto Service LLC,"319 Washington Ave, North Haven, CT, 06473",North Haven,CT,06473,New Haven,OBD Plus,,2032399923,louyacc@sbcglobal.net,,
OUT,no response when contacted,Valvoline,"1249 Farmington Ave, W Hartford, CT, 06107",W Hartford,CT,06107,Hartford,OBD Plus,,8605215823,ae1412@synpower.net,R7790,3/21/24 - applied via website | 3/21/24 - applied via website
OUT,ST0006112,Reys Automotive,"981 Honeyspot Rd, Stratford, CT, 06615",Stratford,CT,06615,Fairfield,OBD Plus,unit never installed at site,2032123522,reys_automotive@yahoo.com,U7688,"11/16/23 - inquired via website, advised can register as CERF in the meantime 11/18/24 - sent in another app, never submitted docs for CERF | 11/16/23 - inquired via website, advised can register as CERF in the meantime 11/18/24 - sent in another app, never submitted docs for CERF"
OUT,,A Better Way Wholesale Autos,"423 Rubber Ave, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,Full Service,,(203) 720-5600,,U7310,"DMV agent has had personal experience with this group, had advised some very shady operations with car repairs | DMV agent has had personal experience with this group, had advised some very shady operations with car repairs"
OUT,,Village Auto Repair,"61C Pananaram Rd, Danbury, CT, 06811",Danbury,CT,06811,Fairfield,Full Service,,2039421457,vass61c@gmail.com,U8507,"3/5/25 - inquired via website, advised we will contact shortly when we are ready for new sta in Danbury | 3/5/25 - inquired via website, advised we will contact shortly when we are ready for new sta in Danbury"
OUT,ST0006100,P and J Auto Sales LLC - NSF return (certs) owes us $417.60,"119 N Main St, Norwich, CT, 06360",Norwich,CT,06360,New London,OBD Plus,,(860) 892-9522 860-256-5068,pnjautollc@gmail.com,U9098,"4/24/24 - advised internet is all set, Bethaney needs to recertify as 2nd insp ASAP 5/1/24 - Pete called Morgan screaming at her saying its been a month and he is losing business | 4/24/24 - advised internet is all set, Bethaney needs to recertify as 2nd insp ASAP 5/1/24 - Pete called Morgan screaming at her saying its been a month and he is losing business"
OUT,,Sam's Auto LLC,"258 White St, Danbury, CT, 06811",Danbury,CT,06811,New Haven,"Full Service, CERF",,2039421457,vass61c@gmail.com,U9129,
OUT,,Sibby's Auto,"600 High Street, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,,,(203) 723-2707,,U4517,"8/7/25 - not interested, removed per JP | 8/7/25 - not interested, removed per JP"
OUT,,Garcia Motors,"786 Enfield St, Enfield, CT, 06082",Enfield,CT,06082,Hartford,,,,fbrittanee@gmail.com,no DNR found,"1/6/23 - applied via website, advised there are 5 stations in Enfield currently in program and we are at max cap | 1/6/23 - applied via website, advised there are 5 stations in Enfield currently in program and we are at max cap"
OUT,,Fine Tunes,"392 Washington Street, Middletown, CT, 06457",Middletown,CT,06457,Middlesex,OBD Plus,no DNR,8603441883,,U8306,site is very messy and dirty but owner is friendly and professional | site is very messy and dirty but owner is friendly and professional
OUT,ST0001095,Prospect Foreign Car Center Inc,"595 Prospect Avenue, West Hartford, CT, 06105",West Hartford,CT,06105,Hartford,OBD Plus,site was sold,8602366136,franco@prospectforeigncar.net,U1372,"8/18/25 - received withdrawal letter, building has been sold and they are OOB as of 8/21/25 | 8/18/25 - received withdrawal letter, building has been sold and they are OOB as of 8/21/25"
OUT,ST0006019,Southport Automotive,"3430 Post Rd, Southport, CT, 06890",Southport,CT,06890,Fairfield,,voluntary withdrawal,(203) 259-3839,wardj0000@aol.com,,7/31/25 - received notice of voluntary withdrawal as of 8/15 | 7/31/25 - received notice of voluntary withdrawal as of 8/15
OUT,ST0005021,PN Auto LLC,"1125 Queen Street, Southington, CT, 06489",Southington,CT,06489,Hartford,OBD Plus,voluntary withdrawal,8607931999,pnautollc@gmail.com,,"7/30/25 - withdrawal letter received, provided 30 day notice | 7/30/25 - withdrawal letter received, provided 30 day notice"
OUT,ST0001594,Town Hill Auto,"857 Bank Street, New London, CT, 06320",New London,CT,06320,New London,OBD Plus,voluntary withdrawal,8604441973,townhillservice@gmail.com,,8/26/25 - withdrawal email received | 8/26/25 - withdrawal email received
OUT,ST0002631,Portland Automotive Inc,"131 Marlborough Street, Portland, CT, 06480",Portland,CT,06480,Middlesex,OBD Plus,voluntary withdrawal,8603420640,portlandautomotivect@gmail.com; mike-portauto@sbcglobal.net,U4813,9/8/25 - notified of choice to withdraw 9/15 - received email stating last day will be 9/19/25 | 9/8/25 - notified of choice to withdraw 9/15 - received email stating last day will be 9/19/25
OUT,ST0005014,Tires International,"445 Oakland Street, Manchester, CT, 06042",Manchester,CT,06042,Hartford,Full Service,new owner became test center ST0006125,8606465600,tiresint@yahoo.com,,"3/3/25 -advised new ownership in process of getting DNR, old staff will remain until 5/5 - DNR will take a couple more wks | 3/3/25 -advised new ownership in process of getting DNR, old staff will remain until 5/5 - DNR will take a couple more wks"
OUT,ST0006021,Terryville Chevrolet,"302 Main St, Terryville, CT, 06786",Terryville,CT,06786,Litchfield,Full Service,"focusing on repair work, need bay for another lift",(860) 582-7434 (877) 607-9601,jbara@terryvillechevy.com,N2313,9/20/25 - advised they are switching strategy and now need bay for focusing on repair work | 9/20/25 - advised they are switching strategy and now need bay for focusing on repair work
OUT,ST0004375,Copps Hill Shell Inc,"130 Danbury Road, Ridgefield, CT, 06877",Ridgefield,CT,06877,Fairfield,OBD Plus,property sold,2034382433,coppshillshell@icloud.com,R0652,"9/18/25 - advised site has been sold and they are unable to find another location locally, OOB | 9/18/25 - advised site has been sold and they are unable to find another location locally, OOB"
OUT,ST0006074,Rogers Automotive,"281 Woodmont Rd, Milford, CT, 06460",Milford,CT,06460,New Haven,OBD Plus,withdrew due to Sat testing enforcement,2038746703,rogers_automotive@yahoo.com,,10/12/23 - told motorist his 2005 diesel vehicle was too old to be tested | 10/12/23 - told motorist his 2005 diesel vehicle was too old to be tested
OUT,"ST0000969 - 10/10 - email received, closing shop",Meineke - Enfield,"66 Enfield St, Enfield, CT, 06082",Enfield,CT,06082,Hartford,OBD Plus,voluntary withdrawal,8607413005,meineke536@gmail.com,,10/3 - suspended for only 1 inspector testing 10/6 - advised due to staffing and health issues shop will be closing | 10/3 - suspended for only 1 inspector testing 10/6 - advised due to staffing and health issues shop will be closing
OUT,"ST0005002 - site closed, unit to go to Orange if DMV approves",Pep Boys #439 - Bridgeport,"513 Boston Ave, Bridgeport, CT, 06610",Bridgeport,CT,06610,Fairfield,OBD Plus,site closed,2033356009,svcmngr0439@pepboys.com,R5898,new station - unit purchased Nov 2022 | new station - unit purchased Nov 2022
OUT,,Bens Service Center,"115 Boston Post Road, Orange, CT, 06477",Orange,CT,06477,New Haven,Full Service,"husband deceased, new DNR to be issued, wife will test under new sta ID",2037959324,bensantamauro@yahoo.com,U0977,
OUT,ST0006096,"Colonial Cadillac, Chevrolet, Hyundai","452 Broad Street, New London, CT, 06320",New London,CT,06320,New London,OBD Plus,voluntary withdrawal,8604424371,corey@colonialautomobile.com,,"11/14/25 - email received, voluntary withdrawal, not financially advantageous | 11/14/25 - email received, voluntary withdrawal, not financially advantageous"
OUT,ST0006001,Reborn Auto,"1585 Reservoir Ave, Bridgeport, CT, 06606",Bridgeport,CT,06606,Fairfield,OBD Plus,voluntary withdrawal,2032758080,rebornautollc@optonline.net,U7520,"ST0006001 - 8/6 - advised of voluntary withdrawal during station audit, waiting for written notice 9/24/25 - no written notice provided just want unit to be picked up | ST0006001 - 8/6 - advised of voluntary withdrawal during station audit, waiting for written notice 9/24/25 - no written notice provided just want unit to be picked up"
OUT,ST0006082,Park View Service Station,"1585 State St, New Haven, CT, 06511",New Haven,CT,06511,New Haven,OBD Plus,voluntary withdrawal,2036245341,parkviewss@netzero.com,U1583,7/22/25 - email is no longer valid but G did leave a voicemail requesting a call back to make arrangements to pick up the unit | 7/22/25 - email is no longer valid but G did leave a voicemail requesting a call back to make arrangements to pick up the unit
OUT,ST0003759 - same owner but new DNR issued so new cust # assigned,Litchfield County Marine Auto LLC,"221 South Street, Morris, CT, 06763",Morris,CT,06763,Litchfield,OBD Plus,"5/15/25 - moved to 145 Flanders Rd, Bethlehem, unit kept at tech ctr during station remodel",8603616349,litchfieldcountymarine@gmail.com; pj170170@gmail.com,,
OUT,ST0005024,Central Connecticut Tire Service,"465 East Street, Plainville, CT, 06062",Plainville,CT,06062,Hartford,OBD Plus,too costly to participate,8607930214,cct-goodyear@att.net,R0287,switched from Full Svc to OBD earlier this month and emailed 1/28 stating they would like to withdraw from the program ASAP as it was too costly for them to continue testing | switched from Full Svc to OBD earlier this month and emailed 1/28 stating they would like to withdraw from the program ASAP as it was too costly for them to continue testing
OUT,ST0006040,Monro Muffler Store #296,"201 Amity Road, Woodbridge, CT, 06525",Woodbridge,CT,06525,New Haven,OBD Plus,decertified for sporadic testing,(203) 389-9770,store0296@monro.com,R7931,2/17/26 - Bill to pick up unit 2/19/26 - unit returned to tech cte | 2/17/26 - Bill to pick up unit 2/19/26 - unit returned to tech cte
OUT,ST0006095,Central A/S,"5 Stoughton Rd, E Windsor, CT, 06088",E Windsor,CT,06088,Hartford,OBD Plus,not financially beneficial,(860) 758-7470,bill@centralasllc.com,U8394,"2/6/26 - advised of voluntary withdrawal, not doing enough testing to justify participation | 2/6/26 - advised of voluntary withdrawal, not doing enough testing to justify participation"
OUT,ST0005085,Lyons Service Corp Inc.,"1056 New Britain Ave, West Hartford, CT, 06110",West Hartford,CT,06110,Hartford,OBD Plus,retirement & site sold to VIP,8602362593,lyonschip@sbcglobal.net,,
OUT,ST0005029,Precision Performance Inc.,"681 Danbury Road, Wilton, CT, 06897",Wilton,CT,06897,Fairfield,Full Service,voluntary withdrawal due to Sat testing requirement - CT210009,2035448558,precisionperf681@gmail.com;,,3/26/26 - suspended indefinitely for not testing on Saturdays 4/9/26 - submitted letter of withdrawal 4/30 - unit returned | 3/26/26 - suspended indefinitely for not testing on Saturdays 4/9/26 - submitted letter of withdrawal 4/30 - unit returned
OUT,ST0002573,Oceanside Auto LLC,"810 Middlesex Turnpike, Old Saybrook, CT, 06475",Old Saybrook,CT,06475,Middlesex,Full Service,"voluntary withdrawal chenge in business plan, focusing on repairs - CT2100019",8603889833,oceansideservice810@gmail.com,U6027,3/17/26 - received voluntary withdrawal email - last day 4/15/26 | 3/17/26 - received voluntary withdrawal email - last day 4/15/26
OUT,ST0005084,Mad Hatter,"14 Cranbrook Drive, Enfield, CT, 06082",Enfield,CT,06082,Hartford,OBD Plus,voluntary withdrawal due to transfer of ownership - CT2100014,8607416242,madhatterauto@yahoo.com,R7691,ownership changed in Nov 2022 but things didn’t work out and old owner took business back in Feb 2024. DMV approved them but is planning to do a site visit week of Feb 19 | ownership changed in Nov 2022 but things didn’t work out and old owner took business back in Feb 2024. DMV approved them but is planning to do a site visit week of Feb 19
OUT,ST0004390,Westport Auto Repair LLC,"1530 Post Road East, Westport, CT, 06880",Westport,CT,06880,Fairfield,OBD Plus,"voluntary withdrawal, did not renew lease - CT2100187",2035574706,westportautorepair@gmail.com,,5/19/26 - advised they are not renewing their lease and will be withdrawing from the program 5/29/26 - unit returned | 5/19/26 - advised they are not renewing their lease and will be withdrawing from the program 5/29/26 - unit returned
OUT,ST0005033,Midas - Norwalk,"377 Main Avenue, Norwalk, CT, 06851",Norwalk,CT,06851,Fairfield,OBD Plus,"site sold, no notice - CT2100164",2038463248,midas.norwalk@leedswest.com,,"7/13/26 - advised of sale by DMV, not notified | 7/13/26 - advised of sale by DMV, not notified"
OUT,Contracts were signed prior to being removed from Current Test Center list - MOVED FROM CURRENT PER JACK 4/6/22,,CT,,CT,,,,,,,,
OUT,,Monro Muffler Store #185,"1177 Boston Post Rd, West Haven, CT, 06516",West Haven,CT,06516,New Haven,OBD Plus,,(203) 937-8338,cynthia.angora@monro.com,,
OUT,,Monro Muffler Store #195,"62 Skiff Street, Hamden, CT, 06517",Hamden,CT,06517,New Haven,OBD Plus,,(203) 248-4786,cynthia.angora@monro.com,,
OUT,,Monro Muffler Store #230,"60 Freshwater Boulevard, Enfield, CT, 06082",Enfield,CT,06082,Hartford,OBD Plus,,(860) 741-5158,cynthia.angora@monro.com,,
OUT,,Monro Muffler Store #334,"963 West Main Street, New Britain, CT, 06053",New Britain,CT,06053,Hartford,OBD Plus,,(860) 826-8678,cynthia.angora@monro.com,,
OUT,,Monro Muffler Store #510,"330 Prospect Avenue (2135 Park St), Hartford, CT, 06106",Hartford,CT,06106,Hartford,OBD Plus,,(860) 233-8273,cynthia.angora@monro.com,,
OUT,,Monro Muffler Store #511,"1040 Wolcott Street, Waterbury, CT, 06705",Waterbury,CT,06705,New Haven,OBD Plus,,(203) 755-5501,cynthia.angora@monro.com,,
