Signed Contract,Updated Staffing Plan,Bay Door,Date of Install,Unit #,Test Center ID,Station Name,Address,City,Zip,County,Phone,Type,Dealer #,Primary Email,Secondary Email,Station Contact,Opus Comments,Follow Up Comments,Station Comments/Complaints
Y,,,6/18/25,CT2100161,ST0006115,Midas Enfield,5 Palomba Drive,Enfield,06082,Hartford,(860) 265-8501,OBD Plus,R8058,midasofenfield@midasamg.com,,"Zack Veronneau, Svc Director","3/7/25 - application rec'd, advised to send the 5 picture required 3/19/25 - DD to take pics when onsite w/DMV"," 3/19/25 - DMV to visit Wed 3/26 around 11:30 am  3/26/25 - pics received - 4/21 - contract signed, site ready for unit install",6/18/25 - passed final ATP and can begin testing
Y - under served,3/9/2026,,5/9/25,CT2100024,ST0006116,Strain Family Motors,15 River Rd,Lisbon,06351,New London,(860) 886-1869,OBD Plus,,sales@strainfamilymotors.com,Strains07@gmail.com,Patrick Strain - owner,"12/9/24 - inquired via website and sent email stating they are anxious to participate, 12/13/24 - received pics and advised how to become CERF in interim","3/19/25 - DMV site visit scheduled for Wed, March 26 10 am, approved 5/6 - install complete 5/9 final ATP @10 am, all set",
Y,2/4/2026,,5/23/25,CT2100096,ST0006117,ACL LLC dba Mikes Auto Service,54 Pane Road,Newington,06111,Hartford,(860) 667-1426,OBD Plus,U9183,paulsautorepair@gmail.com; sarah@paulsautorepair.com,,Paul LeBlanc Jr. - owner,5/22 - received new owner DNR and ins info,,
Y,3/9/2026,,11/24/2025,CT2100189,ST0006118,Auto Hub,434 Colmen Street,New London,06320,New London,(860) 326-5484,Full Svc,U8811,autohubrs@gmail.com,,Usman Manzoor,"1/3/22 - called to ck on status, advised on waiting list, will notify when spot opens up in his area   1/27/22 - still interested   7/10/2024 - submitted app same as previous submssion","7/16/25 - site is new and clean, will install monitor and clean out bay  8/6/25 - DMV approved, sent training info 8/11/25 - contract signed  11/24/25 - passed final ATP",another test sta 1 mi away
Y,2/4/2026,,12/8/2025,CT2100119,ST0006119,Briarwood Automotive,2596 East Main St,Bridgeport,06610,Fairfield,(203) 333-9242,OBD Plus,R7624,briarwoodautomotives@yahoo.com,,Joel Colon,12/24/24 - inquired via website 8/27/25 - DMV approved site 9/30/25 - 2 inspectors certified 10/28/25 - unit delivered 12/8/25 - passed final ATP,,
Y,3/24/2026,,12/22/2025,CT2100217,ST0006120,Professional Tire  (Tire Pros LLC dba),20 Todd Rd,Shelton,06484,Fairfield,(203) 929-8471,Full Svc,R8078,professionaltire20@gmail.com,,Ediberto Maestre,4/17/25 - inquired via website,12/22/25 - passed final ATP,
Y,3/24/2026,,3/4/2026,CT2100174,ST0006121,Barros Motors LLC,134 Albion St,Bridgeport,06605,Fairfield,(203) 556-2352,OBD Plus,R7843,barrosmotors@gmail.com,dandandan2807@gmail.com,Daniel Barros,"8/9/22 - website inquiry, advised added to waiting list and will let them know when a spot becomes available",8/12/25 - pics provided and Opus site visit completed 8/27/25 - DMV approved,
Y,3/25/2026,,10/25/2025,CT2100168,ST0006122,Grand Prix Motors,90 Federal Rd,Danbury,06810,Fairfield,(203) 743-3737,Full Svc,U7725,gpmsales@comcast.net,,Marcos Gonalves - Sta Mgr," 6/3 - site emailed a request for an update as to where they stand, Jack to contact ",2/5/26 - passed final DMV ATP,
Y,,,11/14/2025,CT2100149,ST0006123,Angela's Auto Emporium,485 Ella Grasso Blvd,New Haven,06511,New Haven,(203) 684-3171,OBD Plus,U9207,angelasautoemporium@outlook.com,,Angela Garcia - owner,,,
Y,4/16/2026,,11/14/2025,CT2100006,ST0006124,Auto Lab (formerly Dougans),2260 State St,Hamden,06517,New Haven,(203) 891-6067,OBD Plus,R8100,autolabconnecticut@gmail.com,,George Obiora (cell) 317-824-0917,,,
Y,7/3/2026,"13' 6""",9/19/2025,CT2100141,ST0006125,VIP Tires & Service (formerly Tires Int'l),445 Oakland Street,Manchester,06042,Hartford,(860) 646-5600,Full Service,R8110,83storemanagement@vipauto.com,amaroon@vipauto.com,Ann Maroon,"9/19/25 - passed final ATP, ok to test",,
Y,2/4/2026,,10/28/2025,CT2100053,ST0006126,Strong's Alignment,195 Silver Lane  REAR,E Hartford,06118,Hartford,(860) 569-1440,Full Svc/CERF,U1072,strongsalignment78@gmail.com,,Maiker  Cedano - Manager       (cell) 860-610-8498,8/7/25 - app received and advised to send pics and how to become CERF,"10/22/25 - DMV approved site 10/27/25 - contract signed, training info provided 2/6/26 - passed final DMV ATP",
Y,2/4/2026,,1/9/2026,CT2100253,ST0006127,Litchfield County Marine Auto LLC,145 Flanders Rd,Bethlehem,06751,Litchfield,(860) 361-6349,OBD Plus,R8122,litchfieldcountymarine@gmail.com;  pj170170@gmail.com,,Patrick Zarrella (PJ) - owner/mgr,5/15/25 - U5946 advised moving June 1 5/22/25 - per DD site will work but remodel needs to be completed before DMV site visit can be scheduled,"5/22 - Opus approved site, unit has been picked up and is being stored at tech center 1/9/26 - passed final ATP",
Y,4/1/2026,,4/1/2026,CT2100088,ST0006129,P & C Repair LLC,64 N Main St,Thomaston,06787,Litchfield,(860) 601-0271,OBD Plus,R7423,pandcrepair@optimum.net,,Kelly Hayes,"12/17/25 - inquired via website, site visit to be done by year end",,
Y,4/21/2026,,4/22/2026,CT2100028,ST0006130,Prospect Foreign Auto,595 Prospect Ave,West Hartford,06105,Hartford,(860) 232-6132,OBD Plus,U9240,prospectforeignauto@gmail.com,,Marco Caruso - owner,"12/4/25 - app received w/new owner DNR, 2/18/26 - called for status update, 3/5/26 - to DMV for site visit/approval",3/11/26 - DMV approved site  4/21/26 - passed final ATP,
Y,6/16/2026 -sent email only not the form,,4/1/2026,CT2100104,ST0006131,VIP (formerly Lyons),1056 New Britain Ave,West Hartford,06110,Hartford,(860) 236-2593,OBD Plus,R8142,83storemanagement@vipauto.com,amaroon@vipauto.com,Ann Maroon,3/24/26 - DNR copy provided,,
Y,6/30/2026,,6/12/2026,CT2100067,ST0006132,B & M Services LLC,505 N Main St,Norwich,06360,New London,(860) 934-5980,OBD Plus,R7703,bmservice1688@gmail.com,,Angel & Luis Feliciano - mgr (860) 230-7946,"11/16/23 - inquired via website, NUMEROUS phone #s found on Google so not sure why, advised no openings at this time","8/5/25 - JP contacted  8/14/25 - pics forwarded to DD, 8/21 - BS did Opus site visit  4/1/26 - DMV approved",
Y,4/26/2026,,7/8/2026,CT2100019,ST0006133,Main St Auto Sales & Service  (also owns  6072),2027 Main St,Bridgeport,06604,Fairfield,(203) 807-6250,Full Svc,U9213,alexauto1905@gmail.com,,Muhammed Zulekfal,"8/1/23 - applied via website, advised we are at max capacity and will notify when spot becomes available  8/11/25 - new application submitted, has another location in the program","9/29/25 - pics received, eager to participate  4/10 - DMV approved, needs acct set up/signed contract",
Y,5/13/2026,,5/20/2026,CT2100014,ST0006134,Ameican Roadside Services Inc.,14 Cranbrook Rd,Enfield,06082,Enfield,(860) 741-6242,OBD Plus,R8147,arsautorepairct@gmail.com,,Jaspinder Singh,,,
Y,,,8/5/2026,CT2100110,ST0006135,McGee Toyota Putnam,88 Providence Tpke,Putnam,06260,Putnam,(508) 943-7474,OBD Plus,N2850,jwhite@mcgeecars.com,,Jimmy White - Manager                    (cell)  774-276-0122,4/1/25 - applied via website  8/5/25 - JP contacted 8/19/25 - pics received and approved for site visit,5/5/26 - inquired about joining the program  5/13/26 - DMV approved 8/5/26 - passed final ATP,
Y,6/25/2026,,7/22/2026,CT2100187,ST0006136,Meineke,665 Broad Street,New London,06320,New London,(860) 445-6743,OBD Plus,R7204,DWICK15490@AOL.COM,,Mark Winslow - owner,,,
